Huc8,Watershed Code,Vahu6,ID,Date Time,Depth,Survey Prog Code ID,Lab Seq Num,Storet Parm Code, Parm Name,Value,Storet Comment ID,Lab Comment,Parm Meas Unit,Container Description,Container ID,Region,Level 1 Code,Stream Name,Watershed Code,Latitude,Longitude,County,Basin
02080201,VAW-I09R,JU21,2-JKS023.61,8/17/2010 2:30 PM,0.3,TM,1,01049,"LEAD, DISSOLVED (UG/L AS PB)",0.01,U,Less than the Method Detection Limit as calculated by 40CFR136,ug/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,8/17/2010 2:30 PM,0.3,TM,1,01040,"COPPER, DISSOLVED (UG/L AS CU)",0.4,,,ug/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,8/17/2010 2:30 PM,0.3,TM,1,01065,"NICKEL, DISSOLVED (UG/L AS NI)",0.7,,,ug/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,9/27/2011 12:00 PM,0.3,AW,1,01025,"CADMIUM, DISSOLVED (UG/L AS CD)",0.03,U,Less than the Method Detection Limit as calculated by 40CFR136,ug/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,9/27/2011 12:00 PM,0.3,AW,1,01040,"COPPER, DISSOLVED (UG/L AS CU)",0.77,,,ug/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,9/27/2011 12:00 PM,0.3,AW,1,50091,"MERCURY-TL,FILTERED WATER,ULTRATRACE METHOD NG/L",5.7,,,ng/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,9/27/2011 12:00 PM,0.3,AW,1,DHARD,"HARDNESS, CA MG CALCULATED (MG/L AS CACO3) AS DISSOLVED",233,,,mg/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,9/27/2011 12:00 PM,0.3,AW,1,01075,"SILVER, DISSOLVED (UG/L AS AG)",0.03,U,Less than the Method Detection Limit as calculated by 40CFR136,ug/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,9/27/2011 12:00 PM,0.3,AW,1,01065,"NICKEL, DISSOLVED (UG/L AS NI)",2.39,,,ug/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,9/27/2011 12:00 PM,0.3,AW,1,01090,"ZINC, DISSOLVED (UG/L AS ZN)",3.7,,,ug/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,9/27/2011 12:00 PM,0.3,AW,1,01049,"LEAD, DISSOLVED (UG/L AS PB)",0.04,QQ,,ug/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,9/28/2011 2:20 PM,0.3,AW,1,50091,"MERCURY-TL,FILTERED WATER,ULTRATRACE METHOD NG/L",1.3,QQ,,ng/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,9/28/2011 2:20 PM,0.3,AW,1,01040,"COPPER, DISSOLVED (UG/L AS CU)",0.58,,,ug/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,9/28/2011 2:20 PM,0.3,AW,1,01025,"CADMIUM, DISSOLVED (UG/L AS CD)",0.03,U,Less than the Method Detection Limit as calculated by 40CFR136,ug/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,9/28/2011 2:20 PM,0.3,AW,1,01090,"ZINC, DISSOLVED (UG/L AS ZN)",1.56,,,ug/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,9/28/2011 2:20 PM,0.3,AW,1,01075,"SILVER, DISSOLVED (UG/L AS AG)",0.03,U,Less than the Method Detection Limit as calculated by 40CFR136,ug/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,9/28/2011 2:20 PM,0.3,AW,1,DHARD,"HARDNESS, CA MG CALCULATED (MG/L AS CACO3) AS DISSOLVED",86,,,mg/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,9/28/2011 2:20 PM,0.3,AW,1,01049,"LEAD, DISSOLVED (UG/L AS PB)",0.04,QQ,,ug/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,9/28/2011 2:20 PM,0.3,AW,1,01065,"NICKEL, DISSOLVED (UG/L AS NI)",1.1,,,ug/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,2/24/2015 11:40 AM,0.3,TR,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",280,,,mg/l,R,4,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,4/2/2015 10:40 AM,0.3,TR,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",151,,,mg/l,R,4,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,6/4/2015 11:45 AM,0.3,TR,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",152,,,mg/l,R,4,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,8/19/2015 10:20 AM,0.3,TR,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",220,,,mg/l,R,4,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,10/5/2015 11:15 AM,0.3,TR,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",249,,,mg/l,R,4,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,12/3/2015 10:35 AM,0.3,TR,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",131,,,mg/l,R,4,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,1/27/2016 12:30 PM,0.3,TR,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",167,,,mg/l,R,4,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,3/9/2016 12:30 PM,0.3,TR,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",127,,,mg/l,R,4,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,5/25/2016 12:05 PM,0.3,TR,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",92,,,mg/l,R,4,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,7/7/2016 12:00 PM,0.3,TR,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",141,,,mg/l,R,4,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,9/8/2016 12:35 PM,0.3,TR,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",206,,,mg/l,R,4,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,11/30/2016 10:40 AM,0.3,TR,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",223,,,mg/l,R,4,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,8/23/2017 9:30 AM,0.3,FP,1,50091,"MERCURY-TL,FILTERED WATER,ULTRATRACE METHOD NG/L",3,,,ng/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,8/23/2017 9:30 AM,0.3,FP,1,01049,"LEAD, DISSOLVED (UG/L AS PB)",0.16,QQ,,ug/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,8/23/2017 9:30 AM,0.3,FP,1,01040,"COPPER, DISSOLVED (UG/L AS CU)",0.91,QQ,,ug/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,8/23/2017 9:30 AM,0.3,FP,1,DHARD,"HARDNESS, CA MG CALCULATED (MG/L AS CACO3) AS DISSOLVED",128,,,mg/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,8/23/2017 9:30 AM,0.3,FP,1,01025,"CADMIUM, DISSOLVED (UG/L AS CD)",0.1,U,,ug/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,8/23/2017 9:30 AM,0.3,FP,1,01090,"ZINC, DISSOLVED (UG/L AS ZN)",2.25,,,ug/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,8/23/2017 9:30 AM,0.3,FP,1,01075,"SILVER, DISSOLVED (UG/L AS AG)",0.02,U,,ug/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,8/23/2017 9:30 AM,0.3,FP,1,01065,"NICKEL, DISSOLVED (UG/L AS NI)",1.99,,,ug/l,R,1,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,1/25/2018 11:20 AM,0.3,TR,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",308,,,mg/l,R,3,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,3/14/2018 11:40 AM,0.3,TR,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",160,,,mg/l,R,3,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,5/31/2018 11:00 AM,0.3,TR,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",106,,,mg/l,R,3,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-JKS023.61,7/16/2018 12:00 PM,0.3,TR,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",167,,,mg/l,R,3,Blue Ridge,STREAM,JACKSON RIVER,VAW-I09R,37.78861111,-80.00083333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-PMC000.17,8/16/2001 1:25 PM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",15.5,,,mg/l,R,4,Blue Ridge,STREAM,Pounding Mill Creek,VAW-I09R,37.77444444,-79.96583333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-PMC000.17,10/9/2001 3:50 PM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",33.2,,,mg/l,R,4,Blue Ridge,STREAM,Pounding Mill Creek,VAW-I09R,37.77444444,-79.96583333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-PMC000.17,12/18/2001 11:10 AM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",8.3,,,mg/l,R,4,Blue Ridge,STREAM,Pounding Mill Creek,VAW-I09R,37.77444444,-79.96583333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-PMC000.17,2/19/2002 11:45 AM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",10,U,,mg/l,R,4,Blue Ridge,STREAM,Pounding Mill Creek,VAW-I09R,37.77444444,-79.96583333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-PMC000.17,4/17/2002 2:50 PM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",17.8,,,mg/l,R,4,Blue Ridge,STREAM,Pounding Mill Creek,VAW-I09R,37.77444444,-79.96583333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-PMC000.17,6/17/2002 12:50 PM,0.3,QA,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",28.6,,,mg/l,S1,4,Blue Ridge,STREAM,Pounding Mill Creek,VAW-I09R,37.77444444,-79.96583333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-PMC000.17,8/7/2002 1:00 PM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",28.7,,,mg/l,R,4,Blue Ridge,STREAM,Pounding Mill Creek,VAW-I09R,37.77444444,-79.96583333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-PMC000.17,10/21/2002 12:50 PM,0.3,QA,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",19.3,,,mg/l,S1,4,Blue Ridge,STREAM,Pounding Mill Creek,VAW-I09R,37.77444444,-79.96583333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-PMC000.17,12/16/2002 1:20 PM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",13.4,,,mg/l,R,4,Blue Ridge,STREAM,Pounding Mill Creek,VAW-I09R,37.77444444,-79.96583333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-PMC000.17,3/3/2003 11:50 AM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",17.2,,,mg/l,R,4,Blue Ridge,STREAM,Pounding Mill Creek,VAW-I09R,37.77444444,-79.96583333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-PMC000.17,5/1/2003 2:45 PM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",21.3,,,mg/l,R,4,Blue Ridge,STREAM,Pounding Mill Creek,VAW-I09R,37.77444444,-79.96583333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-PMC000.17,6/19/2003 11:50 AM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",16.2,,,mg/l,R,4,Blue Ridge,STREAM,Pounding Mill Creek,VAW-I09R,37.77444444,-79.96583333,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-PMC000.59,3/30/2010 11:30 AM,0.3,FP,1,01040,"COPPER, DISSOLVED (UG/L AS CU)",0.173,,,ug/l,R,1,Blue Ridge,STREAM,Pounding Mill Creek,VAW-I09R,37.78011944,-79.96358611,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-PMC000.59,3/30/2010 11:30 AM,0.3,FP,1,01090,"ZINC, DISSOLVED (UG/L AS ZN)",10.6,,,ug/l,R,1,Blue Ridge,STREAM,Pounding Mill Creek,VAW-I09R,37.78011944,-79.96358611,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-PMC000.59,3/30/2010 11:30 AM,0.3,FP,1,46570,"HARDNESS, CA MG CALCULATED (MG/L AS CACO3)",12,,,mg/l,R,7,Blue Ridge,STREAM,Pounding Mill Creek,VAW-I09R,37.78011944,-79.96358611,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-PMC000.59,3/30/2010 11:30 AM,0.3,FP,1,01049,"LEAD, DISSOLVED (UG/L AS PB)",0.01,U,Less than the Method Detection Limit as calculated by 40CFR136,ug/l,R,1,Blue Ridge,STREAM,Pounding Mill Creek,VAW-I09R,37.78011944,-79.96358611,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-PMC000.59,3/30/2010 11:30 AM,0.3,FP,1,01065,"NICKEL, DISSOLVED (UG/L AS NI)",2.5,,,ug/l,R,1,Blue Ridge,STREAM,Pounding Mill Creek,VAW-I09R,37.78011944,-79.96358611,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-PMC000.59,3/30/2010 11:30 AM,0.3,FP,1,01075,"SILVER, DISSOLVED (UG/L AS AG)",0.006,U,Less than the Method Detection Limit as calculated by 40CFR136,ug/l,R,1,Blue Ridge,STREAM,Pounding Mill Creek,VAW-I09R,37.78011944,-79.96358611,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-PMC000.59,3/30/2010 11:30 AM,0.3,FP,1,01025,"CADMIUM, DISSOLVED (UG/L AS CD)",0.02,QQ,,ug/l,R,1,Blue Ridge,STREAM,Pounding Mill Creek,VAW-I09R,37.78011944,-79.96358611,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-PMC000.59,3/30/2010 11:30 AM,0.3,FP,1,50091,"MERCURY-TL,FILTERED WATER,ULTRATRACE METHOD NG/L",0.35,U,Less than the Method Detection Limit as calculated by 40CFR136,ng/l,R,1,Blue Ridge,STREAM,Pounding Mill Creek,VAW-I09R,37.78011944,-79.96358611,Alleghany,James River Basin
02080201,VAW-I09R,JU21,2-PMC000.59,3/30/2010 11:30 AM,0.3,FP,1,DHARD,"HARDNESS, CA MG CALCULATED (MG/L AS CACO3) AS DISSOLVED",12,,,mg/l,R,1,Blue Ridge,STREAM,Pounding Mill Creek,VAW-I09R,37.78011944,-79.96358611,Alleghany,James River Basin
02080201,VAW-I09R,JU22,2-KAR001.59,12/13/2001 10:20 AM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",99.4,,,mg/l,R,4,Blue Ridge,STREAM,KARNES CREEK,VAW-I09R,37.77527778,-79.89416667,Alleghany,James River Basin
02080201,VAW-I09R,JU22,2-KAR001.59,2/4/2003 10:20 AM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",111,,,mg/l,R,4,Blue Ridge,STREAM,KARNES CREEK,VAW-I09R,37.77527778,-79.89416667,Alleghany,James River Basin
02080201,VAW-I09R,JU22,2-KAR001.59,3/3/2003 12:40 PM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",87.6,,,mg/l,R,4,Blue Ridge,STREAM,KARNES CREEK,VAW-I09R,37.77527778,-79.89416667,Alleghany,James River Basin
02080201,VAW-I09R,JU22,2-KAR001.59,5/27/2003 11:30 AM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",102,,,mg/l,R,4,Blue Ridge,STREAM,KARNES CREEK,VAW-I09R,37.77527778,-79.89416667,Alleghany,James River Basin
02080201,VAW-I09R,JU22,2-KAR001.59,6/25/2003 11:00 AM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",110,,,mg/l,R,4,Blue Ridge,STREAM,KARNES CREEK,VAW-I09R,37.77527778,-79.89416667,Alleghany,James River Basin
02080201,VAW-I09R,JU23,2-WLN000.36,8/16/2001 2:05 PM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",20.6,,,mg/l,R,4,Blue Ridge,STREAM,WILSON CREEK,VAW-I09R,37.81888889,-79.79777778,Alleghany,James River Basin
02080201,VAW-I09R,JU23,2-WLN000.36,10/10/2001 12:30 PM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",23.7,,,mg/l,R,4,Blue Ridge,STREAM,WILSON CREEK,VAW-I09R,37.81888889,-79.79777778,Alleghany,James River Basin
02080201,VAW-I09R,JU23,2-WLN000.36,12/13/2001 9:40 AM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",5,U,,mg/l,R,4,Blue Ridge,STREAM,WILSON CREEK,VAW-I09R,37.81888889,-79.79777778,Alleghany,James River Basin
02080201,VAW-I09R,JU23,2-WLN000.36,2/19/2002 9:55 AM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",14.6,,,mg/l,R,4,Blue Ridge,STREAM,WILSON CREEK,VAW-I09R,37.81888889,-79.79777778,Alleghany,James River Basin
02080201,VAW-I09R,JU23,2-WLN000.36,4/17/2002 10:50 AM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",19.3,,,mg/l,R,4,Blue Ridge,STREAM,WILSON CREEK,VAW-I09R,37.81888889,-79.79777778,Alleghany,James River Basin
02080201,VAW-I09R,JU23,2-WLN000.36,6/11/2002 3:20 PM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",31.2,,,mg/l,R,4,Blue Ridge,STREAM,WILSON CREEK,VAW-I09R,37.81888889,-79.79777778,Alleghany,James River Basin
02080201,VAW-I09R,JU23,2-WLN000.36,8/7/2002 10:40 AM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",55.6,,,mg/l,R,4,Blue Ridge,STREAM,WILSON CREEK,VAW-I09R,37.81888889,-79.79777778,Alleghany,James River Basin
02080201,VAW-I09R,JU23,2-WLN000.36,10/15/2002 3:00 PM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",35.6,,,mg/l,R,4,Blue Ridge,STREAM,WILSON CREEK,VAW-I09R,37.81888889,-79.79777778,Alleghany,James River Basin
02080201,VAW-I09R,JU23,2-WLN000.36,12/30/2002 2:00 PM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",20.7,,,mg/l,R,4,Blue Ridge,STREAM,WILSON CREEK,VAW-I09R,37.81888889,-79.79777778,Alleghany,James River Basin
02080201,VAW-I09R,JU23,2-WLN000.36,3/3/2003 1:30 PM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",16.6,,,mg/l,R,4,Blue Ridge,STREAM,WILSON CREEK,VAW-I09R,37.81888889,-79.79777778,Alleghany,James River Basin
02080201,VAW-I09R,JU23,2-WLN000.36,5/27/2003 12:25 PM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",20.4,,,mg/l,R,4,Blue Ridge,STREAM,WILSON CREEK,VAW-I09R,37.81888889,-79.79777778,Alleghany,James River Basin
02080201,VAW-I09R,JU23,2-WLN000.36,6/25/2003 11:40 AM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",16.1,,,mg/l,R,4,Blue Ridge,STREAM,WILSON CREEK,VAW-I09R,37.81888889,-79.79777778,Alleghany,James River Basin
02080201,VAW-I09R,JU23,2-WLN010.35,1/5/2000 11:00 AM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",12.4,,,mg/l,R,2,Valley,STREAM,WILSON CREEK,VAW-I09R,37.93555556,-79.78166667,Bath,James River Basin
02080201,VAW-I09R,JU23,2-WLN010.35,3/9/2000 10:00 AM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",6,,,mg/l,R,2,Valley,STREAM,WILSON CREEK,VAW-I09R,37.93555556,-79.78166667,Bath,James River Basin
02080201,VAW-I09R,JU23,2-WLN010.35,5/23/2000 11:00 AM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",6,,,mg/l,R,2,Valley,STREAM,WILSON CREEK,VAW-I09R,37.93555556,-79.78166667,Bath,James River Basin
02080201,VAW-I09R,JU23,2-WLN010.35,6/27/2000 10:45 AM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",11.3,,,mg/l,R,2,Valley,STREAM,WILSON CREEK,VAW-I09R,37.93555556,-79.78166667,Bath,James River Basin
02080201,VAW-I09R,JU23,2-WLN010.35,8/9/2000 11:00 AM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",8,,,mg/l,R,2,Valley,STREAM,WILSON CREEK,VAW-I09R,37.93555556,-79.78166667,Bath,James River Basin
02080201,VAW-I09R,JU23,2-WLN010.35,9/27/2000 9:30 AM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",7.5,,,mg/l,R,2,Valley,STREAM,WILSON CREEK,VAW-I09R,37.93555556,-79.78166667,Bath,James River Basin
02080201,VAW-I09R,JU23,2-WLN010.35,10/18/2000 10:45 AM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",9.3,,,mg/l,R,2,Valley,STREAM,WILSON CREEK,VAW-I09R,37.93555556,-79.78166667,Bath,James River Basin
02080201,VAW-I09R,JU23,2-WLN010.35,12/20/2000 1:15 PM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",9.7,,,mg/l,R,2,Valley,STREAM,WILSON CREEK,VAW-I09R,37.93555556,-79.78166667,Bath,James River Basin
02080201,VAW-I09R,JU23,2-WLN010.35,2/20/2001 10:00 AM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",10.7,,,mg/l,R,2,Valley,STREAM,WILSON CREEK,VAW-I09R,37.93555556,-79.78166667,Bath,James River Basin
02080201,VAW-I09R,JU23,2-WLN010.35,4/24/2001 11:00 AM,0.3,QA,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",5,U,,mg/l,S1,2,Valley,STREAM,WILSON CREEK,VAW-I09R,37.93555556,-79.78166667,Bath,James River Basin
02080201,VAW-I09R,JU23,2-WLN010.35,6/19/2001 10:20 AM,0.3,AQ,1,00900,"HARDNESS, TOTAL (MG/L AS CACO3)",8.4,,,mg/l,R,2,Valley,STREAM,WILSON CREEK,VAW-I09R,37.93555556,-79.78166667,Bath,James River Basin
